cell_type,gene_id,gene_name,gene_biotype,FC,FDR
AST-FB,ENSG00000234377,RNF219-AS1,antisense,2.15152802465615,3.08347888596977E-236
AST-FB,ENSG00000150625,GPM6A,protein_coding,1.51397162299439,1.06447030975182E-235
AST-FB,ENSG00000154217,PITPNC1,protein_coding,2.2008120184863,5.39230009284703E-230
AST-FB,ENSG00000185737,NRG3,protein_coding,1.13810350391146,5.4031255444443E-219
AST-FB,ENSG00000182667,NTM,protein_coding,1.77369152854916,3.35975605415053E-214
AST-FB,ENSG00000151322,NPAS3,protein_coding,2.00841053031506,1.60095170056039E-210
AST-FB,ENSG00000127603,MACF1,protein_coding,1.62549525397706,9.7934128648347E-210
AST-FB,ENSG00000080493,SLC4A4,protein_coding,2.00464658738858,6.25956090904242E-194
AST-FB,ENSG00000153944,MSI2,protein_coding,1.85306034732223,4.65024920147206E-187
AST-FB,ENSG00000175497,DPP10,protein_coding,2.55633356753551,3.17289397113219E-186
AST-FB,ENSG00000069667,RORA,protein_coding,1.7579174629718,5.03453835886414E-182
AST-FB,ENSG00000095637,SORBS1,protein_coding,1.84680457191806,2.60553670490526E-180
AST-FB,ENSG00000170390,DCLK2,protein_coding,1.80393696281971,1.68593493454565E-178
AST-FB,ENSG00000169862,CTNND2,protein_coding,1.2493352621768,7.78286708602457E-177
AST-FB,ENSG00000080573,COL5A3,protein_coding,1.85303391124375,7.96489745228028E-169
AST-FB,ENSG00000185532,PRKG1,protein_coding,1.99612346140837,3.4777110402466E-165
AST-FB,ENSG00000155816,FMN2,protein_coding,1.73331103677307,5.50685937849463E-160
AST-FB,ENSG00000120885,CLU,protein_coding,1.92731551701055,3.4714685872511E-158
AST-FB,ENSG00000198838,RYR3,protein_coding,1.88999352044386,3.4714685872511E-158
AST-FB,ENSG00000107317,PTGDS,protein_coding,1.94230013996377,8.86726814472398E-156
AST-FB,ENSG00000144040,SFXN5,protein_coding,1.67895502113921,1.26444561280616E-155
AST-FB,ENSG00000154310,TNIK,protein_coding,1.70569758644587,7.51483799337518E-153
AST-FB,ENSG00000215386,MIR99AHG,lincRNA,1.5317791435393,2.96810649855861E-150
AST-FB,ENSG00000130203,APOE,protein_coding,1.83100929123165,5.07646350773283E-147
AST-FB,ENSG00000125462,C1orf61,protein_coding,1.63689554377271,1.51213147953112E-145
AST-FB,ENSG00000130287,NCAN,protein_coding,1.46012483385772,1.39663873322904E-138
AST-FB,ENSG00000131095,GFAP,protein_coding,1.37846224471675,4.42466907725076E-135
AST-FB,ENSG00000179915,NRXN1,protein_coding,1.01537824476752,1.43416677660243E-133
AST-FB,ENSG00000165795,NDRG2,protein_coding,1.52382119837045,6.19009234781108E-133
AST-FB,ENSG00000136297,MMD2,protein_coding,1.48779603250807,2.46407435671467E-130
AST-FB,ENSG00000068078,FGFR3,protein_coding,1.32061255719436,3.31976430420209E-130
AST-FB,ENSG00000099204,ABLIM1,protein_coding,1.50691445996412,3.2658039902578E-129
AST-FB,ENSG00000158467,AHCYL2,protein_coding,1.45398431577964,9.70163238144038E-129
AST-FB,ENSG00000107249,GLIS3,protein_coding,1.46956399483827,7.60083146634184E-128
AST-FB,ENSG00000163288,GABRB1,protein_coding,1.64556025164161,2.59371050654538E-126
AST-FB,ENSG00000100033,PRODH,protein_coding,1.22905901808288,3.21562378166286E-126
AST-FB,ENSG00000078114,NEBL,protein_coding,1.5411257142552,1.29155472697901E-121
AST-FB,ENSG00000101439,CST3,protein_coding,1.50070466159938,1.36198972100488E-121
AST-FB,ENSG00000136002,ARHGEF4,protein_coding,1.24788335555176,5.36860476759244E-121
AST-FB,ENSG00000079691,LRRC16A,protein_coding,1.510117385995,6.67216840795512E-121
AST-FB,ENSG00000171885,AQP4,protein_coding,1.30574064634964,5.08348720037703E-120
AST-FB,ENSG00000185942,NKAIN3,protein_coding,1.61922493285847,1.55293299772106E-118
AST-FB,ENSG00000151914,DST,protein_coding,1.16311685794047,1.78632252829005E-117
AST-FB,ENSG00000152583,SPARCL1,protein_coding,1.62561919027486,1.23923372050046E-116
AST-FB,ENSG00000165995,CACNB2,protein_coding,1.65838216297736,1.59735193728037E-114
AST-FB,ENSG00000148660,CAMK2G,protein_coding,1.22869155772125,7.13489983366552E-114
AST-FB,ENSG00000182985,CADM1,protein_coding,1.42342367565565,2.24115851648533E-110
AST-FB,ENSG00000148053,NTRK2,protein_coding,1.26085873213519,6.26626106348624E-110
AST-FB,ENSG00000111783,RFX4,protein_coding,1.24919137190672,2.1617296717945E-109
AST-FB,ENSG00000239268,RP11-384F7.2,lincRNA,1.45023055042073,3.2076877333227E-108
AST-FB,ENSG00000185818,NAT8L,protein_coding,1.17892605613327,6.76776532302997E-106
AST-FB,ENSG00000087250,MT3,protein_coding,1.31883130324906,1.31381712654906E-104
AST-FB,ENSG00000018625,ATP1A2,protein_coding,1.28903395278571,2.61933865462572E-104
AST-FB,ENSG00000078295,ADCY2,protein_coding,1.44180443507116,1.58602209649063E-101
AST-FB,ENSG00000116117,PARD3B,protein_coding,1.27135491472237,1.68989200600636E-99
AST-FB,ENSG00000138696,BMPR1B,protein_coding,1.12019612070168,1.00273866804456E-96
AST-FB,ENSG00000125148,MT2A,protein_coding,1.24002643226637,2.44429981674762E-96
AST-FB,ENSG00000135821,GLUL,protein_coding,1.31735202382549,3.92264003777287E-94
AST-FB,ENSG00000138771,SHROOM3,protein_coding,1.09769839784539,7.91621147269863E-92
AST-FB,ENSG00000147509,RGS20,protein_coding,1.017775333416,4.36915983364452E-91
AST-FB,ENSG00000149090,PAMR1,protein_coding,1.07058923631852,1.47676771501849E-90
AST-FB,ENSG00000167614,TTYH1,protein_coding,1.06270045252421,4.41159000477321E-88
AST-FB,ENSG00000148672,GLUD1,protein_coding,1.04272379480404,4.01198710577652E-86
AST-FB,ENSG00000154229,PRKCA,protein_coding,1.14253759808891,2.10670911788574E-82
AST-FB,ENSG00000135540,NHSL1,protein_coding,1.07431113270362,8.60342297369479E-82
AST-FB,ENSG00000162599,NFIA,protein_coding,1.233897144458,4.77880372392798E-81
AST-FB,ENSG00000144893,MED12L,protein_coding,1.03401848736519,1.11040962004717E-80
AST-FB,ENSG00000245526,LINC00461,lincRNA,1.08676615987807,2.25416578268961E-78
AST-FB,ENSG00000109472,CPE,protein_coding,1.21921346563974,8.14772390837477E-78
AST-FB,ENSG00000197360,ZNF98,protein_coding,1.10790566510451,3.81756006588622E-75
AST-FB,ENSG00000245532,NEAT1,lincRNA,1.32166306794324,9.06017368067006E-75
AST-FB,ENSG00000104447,TRPS1,protein_coding,1.10333623458448,1.06819274705612E-74
AST-FB,ENSG00000046889,PREX2,protein_coding,1.13587419439561,4.31754897544784E-74
AST-FB,ENSG00000172987,HPSE2,protein_coding,1.21700517135715,6.60471106425124E-73
AST-FB,ENSG00000182050,MGAT4C,protein_coding,1.38811355247705,1.48817318687071E-72
AST-FB,ENSG00000147408,CSGALNACT1,protein_coding,1.00027121955414,3.87479136394654E-66
AST-FB,ENSG00000183580,FBXL7,protein_coding,1.16565951351963,2.3802669789218E-65
AST-FB,ENSG00000165323,FAT3,protein_coding,1.06763500385816,4.15772345391774E-65
AST-FB,ENSG00000186153,WWOX,protein_coding,1.06638979725922,5.56847644479979E-65
AST-FB,ENSG00000228222,AC074363.1,lincRNA,1.07959468760425,2.39332889616432E-59
AST-FB,ENSG00000069020,MAST4,protein_coding,1.02186846340606,1.03327340493443E-57
AST-FB,ENSG00000123104,ITPR2,protein_coding,1.0153076438235,1.51305785561941E-54
AST-FB,ENSG00000181722,ZBTB20,protein_coding,1.02336025897333,6.54917137321335E-48
Microglia,ENSG00000067798,NAV3,protein_coding,2.47326989315862,0
Microglia,ENSG00000068305,MEF2A,protein_coding,3.10910911057149,0
Microglia,ENSG00000073849,ST6GAL1,protein_coding,3.44031372199181,0
Microglia,ENSG00000077420,APBB1IP,protein_coding,3.37666216042498,0
Microglia,ENSG00000081189,MEF2C,protein_coding,2.66847417212738,0
Microglia,ENSG00000082074,FYB,protein_coding,2.51110624627065,0
Microglia,ENSG00000107099,DOCK8,protein_coding,3.24258028540368,0
Microglia,ENSG00000120594,PLXDC2,protein_coding,4.52013323011364,0
Microglia,ENSG00000123104,ITPR2,protein_coding,3.23124726344354,0
Microglia,ENSG00000128512,DOCK4,protein_coding,3.23022434832738,0
Microglia,ENSG00000138639,ARHGAP24,protein_coding,3.18291662709176,0
Microglia,ENSG00000148655,C10orf11,protein_coding,4.1204542535264,0
Microglia,ENSG00000151474,FRMD4A,protein_coding,3.37002060548291,0
Microglia,ENSG00000169313,P2RY12,protein_coding,2.75783975912264,0
Microglia,ENSG00000182601,HS3ST4,protein_coding,3.0760222244676,0
Microglia,ENSG00000184156,KCNQ3,protein_coding,2.86666473405492,0
Microglia,ENSG00000196369,SRGAP2B,protein_coding,2.78626796367561,0
Microglia,ENSG00000198879,SFMBT2,protein_coding,3.24262308988966,0
Microglia,ENSG00000266028,SRGAP2,protein_coding,3.44323699056609,0
Microglia,ENSG00000137642,SORL1,protein_coding,2.46640576972547,0
Microglia,ENSG00000042980,ADAM28,protein_coding,2.49249529796607,0
Microglia,ENSG00000125730,C3,protein_coding,2.4755848884795,0
Microglia,ENSG00000196782,MAML3,protein_coding,2.54896482395027,0
Microglia,ENSG00000147202,DIAPH2,protein_coding,2.42897021702893,0
Microglia,ENSG00000168675,LDLRAD4,protein_coding,2.39377764938682,0
Microglia,ENSG00000273749,CYFIP1,protein_coding,2.32003351481143,1.61279842204699E-302
Microglia,ENSG00000159216,RUNX1,protein_coding,2.42235606338966,3.43278078885768E-301
Microglia,ENSG00000171943,SRGAP2C,protein_coding,2.26888030216438,3.04153465549262E-293
Microglia,ENSG00000101463,SYNDIG1,protein_coding,2.47108664993854,6.52126899843007E-292
Microglia,ENSG00000181804,SLC9A9,protein_coding,2.46151001434298,8.85395987459734E-289
Microglia,ENSG00000059377,TBXAS1,protein_coding,2.30569688221408,2.61054553830053E-288
Microglia,ENSG00000136250,AOAH,protein_coding,2.30197206057249,8.28970041951163E-287
Microglia,ENSG00000104043,ATP8B4,protein_coding,2.22316471495801,4.35587189586552E-281
Microglia,ENSG00000146090,RASGEF1C,protein_coding,2.24092780124334,5.97576954318088E-279
Microglia,ENSG00000168918,INPP5D,protein_coding,2.25841178710905,4.00883247614354E-278
Microglia,ENSG00000253535,RP11-624C23.1,antisense,2.19343949532988,3.3352944071257E-274
Microglia,ENSG00000170776,AKAP13,protein_coding,2.0958125517333,1.07241500569907E-269
Microglia,ENSG00000139679,LPAR6,protein_coding,2.150702124673,7.64882755554363E-264
Microglia,ENSG00000079819,EPB41L2,protein_coding,2.1983060053156,1.06465608739202E-257
Microglia,ENSG00000065413,ANKRD44,protein_coding,2.03361722844409,4.62230980616242E-247
Microglia,ENSG00000159842,ABR,protein_coding,1.96695856818432,1.73783317126685E-233
Microglia,ENSG00000128805,ARHGAP22,protein_coding,1.97007672676187,8.47844063889799E-232
Microglia,ENSG00000182578,CSF1R,protein_coding,2.02413547762238,3.4195317644713E-231
Microglia,ENSG00000198223,CSF2RA,protein_coding,2.00007951978188,4.21265305942928E-230
Microglia,ENSG00000184005,ST6GALNAC3,protein_coding,2.2246997147656,1.90125166489046E-226
Microglia,ENSG00000145819,ARHGAP26,protein_coding,2.12769643849818,5.86567862010541E-225
Microglia,ENSG00000149177,PTPRJ,protein_coding,1.89254455349871,2.21812299232474E-222
Microglia,ENSG00000137491,SLCO2B1,protein_coding,1.90745096781271,2.11416890522113E-221
Microglia,ENSG00000152601,MBNL1,protein_coding,1.86690536965671,8.29479949500727E-221
Microglia,ENSG00000173068,BNC2,protein_coding,1.85999607047696,8.7936041555729E-221
Microglia,ENSG00000019582,CD74,protein_coding,2.00922053916649,1.24400732119526E-219
Microglia,ENSG00000155307,SAMSN1,protein_coding,1.92041383794022,1.69994121813672E-219
Microglia,ENSG00000054611,TBC1D22A,protein_coding,1.80153929225305,2.1647499626084E-218
Microglia,ENSG00000112799,LY86,protein_coding,1.82127672394391,3.11965018495107E-211
Microglia,ENSG00000183023,SLC8A1,protein_coding,2.14532630798177,1.84388295003471E-209
Microglia,ENSG00000228651,RP11-556E13.1,antisense,1.89672660857666,2.13303305522823E-208
Microglia,ENSG00000175899,A2M,protein_coding,1.82812423880388,3.91346358443582E-207
Microglia,ENSG00000168329,CX3CR1,protein_coding,1.79580543842624,6.97679691397377E-206
Microglia,ENSG00000140836,ZFHX3,protein_coding,1.83064437017241,4.23977109183414E-205
Microglia,ENSG00000227082,CH17-437K3.1,lincRNA,1.81833872285776,4.26788501752469E-204
Microglia,ENSG00000081237,PTPRC,protein_coding,1.83360719780372,1.57088616022931E-203
Microglia,ENSG00000153310,FAM49B,protein_coding,1.77618123115881,2.66368206177254E-203
Microglia,ENSG00000138756,BMP2K,protein_coding,1.67106715588904,2.97595411241448E-200
Microglia,ENSG00000273409,RP11-480C22.1,lincRNA,1.83487582555313,1.45180101343833E-199
Microglia,ENSG00000165025,SYK,protein_coding,1.77777283587967,3.71018787187361E-199
Microglia,ENSG00000134516,DOCK2,protein_coding,1.68807205813058,7.8028371358675E-199
Microglia,ENSG00000125257,ABCC4,protein_coding,1.75277762666351,1.12824808111458E-198
Microglia,ENSG00000048052,HDAC9,protein_coding,2.12591342289691,1.54768343045455E-193
Microglia,ENSG00000107719,PALD1,protein_coding,1.63573255828257,3.56407934713865E-189
Microglia,ENSG00000123066,MED13L,protein_coding,1.59098247226062,6.28267921253817E-187
Microglia,ENSG00000106034,CPED1,protein_coding,1.65030486415855,1.57031199824696E-186
Microglia,ENSG00000149311,ATM,protein_coding,1.57142761170518,8.92468920566214E-185
Microglia,ENSG00000139083,ETV6,protein_coding,1.6203885287524,1.02296798566914E-184
Microglia,ENSG00000079277,MKNK1,protein_coding,1.52666745471394,2.26659891625431E-183
Microglia,ENSG00000075884,ARHGAP15,protein_coding,1.6517207407585,1.15667166873122E-181
Microglia,ENSG00000033867,SLC4A7,protein_coding,1.43507371516809,2.8004565798946E-179
Microglia,ENSG00000077549,CAPZB,protein_coding,1.54568101902429,4.98259869608275E-178
Microglia,ENSG00000145390,USP53,protein_coding,1.56344333817747,2.00982619813466E-176
Microglia,ENSG00000071073,MGAT4A,protein_coding,1.51919503907193,3.20353031394276E-176
Microglia,ENSG00000172985,SH3RF3,protein_coding,1.61895150885849,4.19917602819423E-175
Microglia,ENSG00000095585,BLNK,protein_coding,1.60354273615823,6.43913363651633E-174
Microglia,ENSG00000154237,LRRK1,protein_coding,1.53618977400366,3.3518550169905E-171
Microglia,ENSG00000163694,RBM47,protein_coding,1.48871996987226,6.90033487840287E-169
Microglia,ENSG00000127124,HIVEP3,protein_coding,1.5925198076279,5.95955673927639E-167
Microglia,ENSG00000128573,FOXP2,protein_coding,1.86099709611753,1.07730404652829E-164
Microglia,ENSG00000154822,PLCL2,protein_coding,1.53265272466591,3.62535568533962E-164
Microglia,ENSG00000155849,ELMO1,protein_coding,1.77514585801843,4.61535953824165E-164
Microglia,ENSG00000053254,FOXN3,protein_coding,1.36415453606888,6.91027685661746E-164
Microglia,ENSG00000142347,MYO1F,protein_coding,1.40901156636884,1.0002409490496E-163
Microglia,ENSG00000120254,MTHFD1L,protein_coding,1.45303285227805,9.44971107806139E-163
Microglia,ENSG00000053524,MCF2L2,protein_coding,1.50437726914367,1.95467072541574E-162
Microglia,ENSG00000073921,PICALM,protein_coding,1.48059890015399,1.12853825370723E-161
Microglia,ENSG00000251562,MALAT1,lincRNA,1.11718094900838,7.96120520787202E-161
Microglia,ENSG00000055208,TAB2,protein_coding,1.33669005974647,3.591208362479E-158
Microglia,ENSG00000145685,LHFPL2,protein_coding,1.39833539828341,7.06585097446383E-158
Microglia,ENSG00000140548,ZNF710,protein_coding,1.40453495613829,7.45692467733607E-157
Microglia,ENSG00000173369,C1QB,protein_coding,1.57876146427743,1.20593560937351E-156
Microglia,ENSG00000147010,SH3KBP1,protein_coding,1.33666329857039,1.77167390713918E-155
Microglia,ENSG00000065243,PKN2,protein_coding,1.32087350429748,8.60610867276489E-154
Microglia,ENSG00000151702,FLI1,protein_coding,1.34429533544552,6.17160478798827E-153
Microglia,ENSG00000108654,DDX5,protein_coding,1.2330191928458,3.5788371540738E-150
Microglia,ENSG00000132334,PTPRE,protein_coding,1.4032478262255,9.94210085816716E-150
Microglia,ENSG00000139132,FGD4,protein_coding,1.41112895582665,2.27391273874109E-149
Microglia,ENSG00000182247,UBE2E2,protein_coding,1.511512327318,2.96738443325793E-149
Microglia,ENSG00000005020,SKAP2,protein_coding,1.35685437375126,4.60743838096086E-149
Microglia,ENSG00000137478,FCHSD2,protein_coding,1.59441625612059,4.84179315106919E-149
Microglia,ENSG00000130066,SAT1,protein_coding,1.55486503892344,1.46532467415471E-147
Microglia,ENSG00000054282,SDCCAG8,protein_coding,1.35603559146476,3.30004497529615E-147
Microglia,ENSG00000141298,SSH2,protein_coding,1.39703109111198,1.03028349385396E-146
Microglia,ENSG00000153814,JAZF1,protein_coding,1.45581176265975,4.08112493142717E-145
Microglia,ENSG00000153208,MERTK,protein_coding,1.43122977424454,1.08059766418973E-144
Microglia,ENSG00000196218,RYR1,protein_coding,1.27793201249835,6.92033280207804E-143
Microglia,ENSG00000076641,PAG1,protein_coding,1.25476214523215,2.71532915017767E-141
Microglia,ENSG00000229751,RP11-142M10.2,antisense,1.2401164500585,4.89572568885856E-141
Microglia,ENSG00000197442,MAP3K5,protein_coding,1.5067688946613,1.92180598760956E-140
Microglia,ENSG00000135655,USP15,protein_coding,1.22334184821605,3.43263747789777E-140
Microglia,ENSG00000107263,RAPGEF1,protein_coding,1.27277519527833,6.9779224640522E-140
Microglia,ENSG00000027697,IFNGR1,protein_coding,1.21060351484696,3.33431380847311E-139
Microglia,ENSG00000162511,LAPTM5,protein_coding,1.26548870013779,1.73766304249412E-137
Microglia,ENSG00000136141,LRCH1,protein_coding,1.16687025762389,4.27908592172154E-136
Microglia,ENSG00000143669,LYST,protein_coding,1.31008617103249,1.53069013104445E-135
Microglia,ENSG00000161791,FMNL3,protein_coding,1.2875629013502,2.22512454340661E-135
Microglia,ENSG00000177885,GRB2,protein_coding,1.0546210878567,7.54733457039258E-135
Microglia,ENSG00000156639,ZFAND3,protein_coding,1.31461865426011,2.57222653219868E-134
Microglia,ENSG00000135749,PCNXL2,protein_coding,1.39735782281111,1.39822193437103E-132
Microglia,ENSG00000100280,AP1B1,protein_coding,1.1203766449686,3.29711946731267E-132
Microglia,ENSG00000084070,SMAP2,protein_coding,1.15132198565179,6.94631278730527E-131
Microglia,ENSG00000136044,APPL2,protein_coding,1.03519222501448,1.21815708487717E-130
Microglia,ENSG00000145687,SSBP2,protein_coding,1.31136320669353,2.25816264961241E-130
Microglia,ENSG00000048471,SNX29,protein_coding,1.20517558626413,9.65481094435784E-130
Microglia,ENSG00000171310,CHST11,protein_coding,1.60817636113253,1.22232864723169E-128
Microglia,ENSG00000254087,LYN,protein_coding,1.22583998542806,1.13468640015593E-127
Microglia,ENSG00000180233,ZNRF2,protein_coding,1.06105569789885,1.54385165910498E-126
Microglia,ENSG00000087253,LPCAT2,protein_coding,1.22707595732659,3.96779119520378E-126
Microglia,ENSG00000184060,ADAP2,protein_coding,1.10529741469201,7.10095422519248E-126
Microglia,ENSG00000185305,ARL15,protein_coding,1.45280868672376,1.16026014618698E-125
Microglia,ENSG00000184384,MAML2,protein_coding,1.71913045624667,3.72508330698906E-125
Microglia,ENSG00000171914,TLN2,protein_coding,1.20263897674416,4.45037823776726E-125
Microglia,ENSG00000198382,UVRAG,protein_coding,1.16018353526877,9.30642640444377E-123
Microglia,ENSG00000033800,PIAS1,protein_coding,1.08512022014807,1.72770694508435E-121
Microglia,ENSG00000185811,IKZF1,protein_coding,1.18262125131118,5.80380353265291E-121
Microglia,ENSG00000134352,IL6ST,protein_coding,1.15721700402341,2.57228330253978E-120
Microglia,ENSG00000173372,C1QA,protein_coding,1.17385326381126,5.38751918282288E-120
Microglia,ENSG00000148429,USP6NL,protein_coding,1.00791430216431,1.67490072612609E-119
Microglia,ENSG00000075391,RASAL2,protein_coding,1.4749027985165,1.83119883733711E-119
Microglia,ENSG00000141506,PIK3R5,protein_coding,1.13885034153289,1.87676943112301E-119
Microglia,ENSG00000162946,DISC1,protein_coding,1.2724091992584,7.42174929018994E-119
Microglia,ENSG00000033327,GAB2,protein_coding,1.24782672657496,5.11463934089065E-118
Microglia,ENSG00000176597,B3GNT5,protein_coding,1.11534112017858,1.21668043242019E-117
Microglia,ENSG00000159189,C1QC,protein_coding,1.23935720920852,1.02770140104844E-116
Microglia,ENSG00000131374,TBC1D5,protein_coding,1.14035892213257,1.05219553448347E-116
Microglia,ENSG00000129534,MIS18BP1,protein_coding,1.06101652332957,4.77425320529956E-116
Microglia,ENSG00000177200,CHD9,protein_coding,1.13980006165229,6.20332924170517E-116
Microglia,ENSG00000119535,CSF3R,protein_coding,1.1270900450542,9.39891015921131E-116
Microglia,ENSG00000118007,STAG1,protein_coding,1.0928558219022,1.0144448012723E-114
Microglia,ENSG00000064999,ANKS1A,protein_coding,1.07219739394064,1.93408163197033E-114
Microglia,ENSG00000163565,IFI16,protein_coding,1.10628990455066,1.20166904128093E-113
Microglia,ENSG00000102445,KIAA0226L,protein_coding,1.01178137361126,1.261196292785E-113
Microglia,ENSG00000163219,ARHGAP25,protein_coding,1.03102775177119,6.4468839004912E-113
Microglia,ENSG00000114450,GNB4,protein_coding,1.06904466439686,1.40024009729161E-112
Microglia,ENSG00000116473,RAP1A,protein_coding,1.04368086285729,8.26302291340697E-112
Microglia,ENSG00000166068,SPRED1,protein_coding,1.12832927012583,1.64458692489104E-111
Microglia,ENSG00000173926,MARCH3,protein_coding,1.08688466955377,3.76874156226473E-111
Microglia,ENSG00000101336,HCK,protein_coding,1.04692321162779,9.75885722848468E-111
Microglia,ENSG00000136111,TBC1D4,protein_coding,1.07071990964104,2.81567649675356E-109
