"IlmnID"	"CETS.seqnames"	"CETS.start"	"CETS.end"	"CETS.strand"	"neuron"	"glia"	"region_type"	"symbol"	"CpG_Gene_Region"	"Endothelial_Genes"	"GabaPV_Genes"	"GabaRelnCalb_Genes"	"GabaVIPReln_Genes"	"Microglia_Genes"	"Microglia_activation_Genes"	"Microglia_deactivation_Genes"	"Oligo_Genes"	"OligoPrecursors_Genes"	"Pyramidal_Genes"	"Astrocyte_Genes"
"cg09697033"	"chr8"	10929599	10929599	"-"	0.505522293143723	0.907342135751405	"Introns"	"XKR6"	"cg09697033_XKR6_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg27425841"	"chr2"	200713306	200713306	"-"	0.393874121134152	0.900073113021939	"Introns"	"FTCDNL1"	"cg27425841_FTCDNL1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg26994270"	"chr6"	168689930	168689930	"-"	0.442259374153825	0.77356622824665	"Exons"	"CTAGE13P"	"cg26994270_CTAGE13P_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01104119"	"chr2"	131186487	131186487	"+"	0.631549615819304	0.380245447604467	"Exons"	"KLF2P2"	"cg01104119_KLF2P2_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg03142975"	"chr9"	125026202	125026202	"-"	0.18325985309739	0.582615196545373	"Introns"	"RBM18"	"cg03142975_RBM18_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19375810"	"chr3"	42787927	42787927	"+"	0.755068362226186	0.283442343272287	"Exons"	"CCDC13-AS1"	"cg19375810_CCDC13-AS1_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg15300753"	"chr11"	48057861	48057861	"+"	0.8090761247959	0.163149202861079	"Introns"	"PTPRJ"	"cg15300753_PTPRJ_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg05982345"	"chr11"	48191068	48191068	"+"	0.568762764877382	0.891142039735838	"3UTR"	"PTPRJ"	"cg05982345_PTPRJ_3UTR"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg00981146"	"chr10"	79117696	79117696	"+"	0.366313371832066	0.903123520753925	"Introns"	"KCNMA1-AS3"	"cg00981146_KCNMA1-AS3_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04310331"	"chr11"	2012332	2012332	"+"	0.739747010723056	0.266206952459233	"Exons"	"LINC01219"	"cg04310331_LINC01219_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg09436171"	"chr3"	2142141	2142141	"+"	0.493188329520697	0.85415037487762	"Introns"	"CNTN4"	"cg09436171_CNTN4_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04832177"	"chr10"	77155143	77155143	"-"	0.404858667461803	0.128366056970421	"Introns"	"AC010997.3"	"cg04832177_AC010997.3_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg10947408"	"chr10"	77155404	77155404	"-"	0.442690003374795	0.132035723390238	"Introns"	"AC010997.3"	"cg10947408_AC010997.3_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg08710911"	"chr22"	37574795	37574795	"+"	0.76501362346069	0.217607725546686	"Introns"	"Z82188.2"	"cg08710911_Z82188.2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14994513"	"chr6"	146919932	146919932	"-"	0.485342219336947	0.211724260392907	"Introns"	"AL359547.1"	"cg14994513_AL359547.1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg09293792"	"chr6"	163602881	163602881	"-"	0.809290610082148	0.201617697983599	"Introns"	"PACRG-AS3"	"cg09293792_PACRG-AS3_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19860734"	"chr6"	163602929	163602929	"-"	0.874951389830561	0.143894882994156	"Introns"	"PACRG-AS3"	"cg19860734_PACRG-AS3_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg26567736"	"chr11"	131758433	131758433	"-"	0.442460675756645	0.803261067978794	"Introns"	"AP000844.2"	"cg26567736_AP000844.2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg02861441"	"chr3"	13697042	13697042	"+"	0.686753849458854	0.120567840783667	"Introns"	"LINC00620"	"cg02861441_LINC00620_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg09121339"	"chr2"	7571733	7571733	"+"	0.560162957215185	0.259818711354525	"Introns"	"AC013460.1"	"cg09121339_AC013460.1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg27056270"	"chr7"	105279549	105279549	"-"	0.270020387568029	0.863132771783556	"Introns"	"ATXN7L1"	"cg27056270_ATXN7L1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg24248505"	"chr7"	105279790	105279790	"-"	0.188035124676294	0.782507709180416	"Introns"	"ATXN7L1"	"cg24248505_ATXN7L1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19450119"	"chr6"	170199865	170199865	"+"	0.751854030644612	0.200034765447295	"Introns"	"LINC00574"	"cg19450119_LINC00574_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg12165219"	"chr8"	1263162	1263162	"+"	0.350411080551972	0.907355458630159	"Introns"	"DLGAP2"	"cg12165219_DLGAP2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg12249901"	"chr8"	1309967	1309967	"+"	0.406322997915752	0.95869245730097	"Introns"	"DLGAP2"	"cg12249901_DLGAP2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg10787000"	"chr8"	1311396	1311396	"+"	0.30850020235186	0.977160731190702	"Introns"	"DLGAP2"	"cg10787000_DLGAP2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19517841"	"chr8"	1337695	1337695	"+"	0.419395363182166	0.894617264770476	"Introns"	"DLGAP2"	"cg19517841_DLGAP2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19119942"	"chr8"	1338107	1338107	"+"	0.304690307942138	0.912967341510521	"Introns"	"DLGAP2"	"cg19119942_DLGAP2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg24596082"	"chr8"	1398679	1398679	"+"	0.554561762421588	0.895240341657633	"Introns"	"DLGAP2"	"cg24596082_DLGAP2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19915881"	"chr8"	1528107	1528107	"+"	0.527392346917386	0.928144605508508	"Introns"	"DLGAP2"	"cg19915881_DLGAP2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg05232207"	"chr8"	969542	969542	"+"	0.336468282317308	0.772922193058621	"Introns"	"DLGAP2"	"cg05232207_DLGAP2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg25308354"	"chr8"	1048765	1048765	"+"	0.259671866747706	0.959640671109235	"Introns"	"DLGAP2"	"cg25308354_DLGAP2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg22346032"	"chr8"	1048841	1048841	"+"	0.185639955000851	0.777930134156962	"Introns"	"DLGAP2"	"cg22346032_DLGAP2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg25705452"	"chr8"	1048844	1048844	"+"	0.297725337366266	0.928950389158863	"Introns"	"DLGAP2"	"cg25705452_DLGAP2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg26851112"	"chr11"	131427960	131427960	"-"	0.894841693794187	0.384200240874822	"Introns"	"AP003025.2"	"cg26851112_AP003025.2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg22209929"	"chr3"	172394700	172394700	"-"	0.660388255371731	0.304600069070685	"Introns"	"NCEH1"	"cg22209929_NCEH1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg13383814"	"chr10"	98745012	98745012	"+"	0.595069749300665	0.228571231020871	"Exons"	"LCOR"	"cg13383814_LCOR_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg27182150"	"chr1"	120189222	120189222	"-"	0.556934040119415	0.923115606708859	"Introns"	"ZNF697"	"cg27182150_ZNF697_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14471244"	"chr14"	80677608	80677608	"-"	0.580872915020064	0.186126483394356	"Exons"	"DIO2"	"cg14471244_DIO2_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"
"cg03364504"	"chr1"	113393176	113393176	"+"	0.545978905154755	0.774095783615291	"Introns"	"LINC01357"	"cg03364504_LINC01357_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg05479657"	"chr12"	129790332	129790332	"-"	0.58100739848897	0.924680752230307	"Introns"	"TMEM132D"	"cg05479657_TMEM132D_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg20168964"	"chr12"	130333393	130333393	"-"	0.47367854361753	0.887967750444542	"Introns"	"TMEM132D"	"cg20168964_TMEM132D_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg08590987"	"chr8"	110702751	110702751	"-"	0.445997757567656	0.85876384130415	"Introns"	"SYBU"	"cg08590987_SYBU_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14042396"	"chr2"	16153454	16153454	"-"	0.546107973320355	0.138998918100074	"Introns"	"AC010145.1"	"cg14042396_AC010145.1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01601949"	"chr2"	16154325	16154325	"-"	0.67772308755252	0.225972561895734	"Introns"	"AC010145.1"	"cg01601949_AC010145.1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg11448883"	"chr7"	138603662	138603662	"-"	0.443169771379328	0.928098927468205	"Exons"	"KIAA1549"	"cg11448883_KIAA1549_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04222728"	"chr7"	138549665	138549665	"-"	0.512964647593125	0.93817319820892	"Introns"	"KIAA1549"	"cg04222728_KIAA1549_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg12200188"	"chr7"	111496282	111496282	"-"	0.670541847094401	0.920376222394017	"Introns"	"DOCK4"	"cg12200188_DOCK4_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ch.12.158852F"	"chr12"	5570828	5570828	"+"	0.53418683655051	0.103739258907732	"Introns"	"NTF3"	"ch.12.158852F_NTF3_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg10570754"	"chr12"	5589444	5589444	"+"	0.754265962266361	0.280875730386486	"Introns"	"NTF3"	"cg10570754_NTF3_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg06360527"	"chr17"	7491548	7491548	"+"	0.433238296682708	0.752383932083009	"Introns"	"MPDU1"	"cg06360527_MPDU1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16000018"	"chr11"	10606031	10606031	"-"	0.841990608644748	0.368247166621584	"Introns"	"IRAG1"	"cg16000018_IRAG1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg24355182"	"chr21"	45842649	45842649	"-"	0.4236209336893	0.854331946028785	"Introns"	"TRPM2-AS"	"cg24355182_TRPM2-AS_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16658473"	"chr16"	12998870	12998870	"+"	0.388349352478789	0.755736874949831	"Introns"	"SHISA9"	"cg16658473_SHISA9_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg26529864"	"chr2"	74375903	74375903	"+"	0.55080817189367	0.887017257629378	"Exons"	"BOLA3-AS1"	"cg26529864_BOLA3-AS1_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg09717809"	"chr2"	74375930	74375930	"+"	0.508153542204595	0.860887175596497	"Exons"	"BOLA3-AS1"	"cg09717809_BOLA3-AS1_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04728310"	"chr19"	45947905	45947905	"-"	0.748189079752799	0.256140159483404	"Introns"	"ERCC1"	"cg04728310_ERCC1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg08865365"	"chr19"	45948021	45948021	"-"	0.686900028010399	0.326120760313169	"Introns"	"ERCC1"	"cg08865365_ERCC1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg00314427"	"chr19"	45976120	45976120	"-"	0.301691299505649	0.111187389291336	"Introns"	"ERCC1"	"cg00314427_ERCC1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg11237948"	"chr19"	45976488	45976488	"-"	0.514593766226888	0.189043868601261	"Introns"	"ERCC1"	"cg11237948_ERCC1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg09226288"	"chr22"	51225561	51225561	"+"	0.347303148841964	0.749651369620286	"Introns"	"RPL23AP82"	"cg09226288_RPL23AP82_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg05575639"	"chr8"	61593696	61593696	"+"	0.800500001556486	0.189289229269746	"Introns"	"CHD7"	"cg05575639_CHD7_Introns"	NA	NA	NA	NA	"Yes"	NA	NA	NA	NA	NA	NA
"cg08473660"	"chr8"	61777765	61777765	"+"	0.644102094410944	0.219641098860554	"Exons"	"CHD7"	"cg08473660_CHD7_Exons"	NA	NA	NA	NA	"Yes"	NA	NA	NA	NA	NA	NA
"cg10798171"	"chr7"	8302301	8302301	"+"	0.158768598110967	0.399070692208083	"Exons"	"AC007128.1"	"cg10798171_AC007128.1_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg18441102"	"chr10"	128975183	128975183	"-"	0.24668200788829	0.867727890110064	"Exons"	"INSYN2A"	"cg18441102_INSYN2A_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16052972"	"chr3"	12184833	12184833	"+"	0.66711507545745	0.930352872990161	"Introns"	"SYN2"	"cg16052972_SYN2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg03140118"	"chr1"	37939320	37939320	"-"	0.756329006835412	0.23243225909619	"Introns"	"LINC01137"	"cg03140118_LINC01137_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg20231694"	"chr11"	70691944	70691944	"-"	0.362284377308145	0.7669063807682	"Introns"	"SHANK2"	"cg20231694_SHANK2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg20443635"	"chr20"	35200590	35200590	"-"	0.771074688971477	0.480739636766835	"Introns"	"DLGAP4-AS1"	"cg20443635_DLGAP4-AS1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01275297"	"chr20"	35201324	35201324	"-"	0.735285704600295	0.298237173854981	"Exons"	"DLGAP4-AS1"	"cg01275297_DLGAP4-AS1_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07979348"	"chr20"	35198387	35198387	"-"	0.513145578925143	0.884777290223241	"Introns"	"DLGAP4-AS1"	"cg07979348_DLGAP4-AS1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg15806304"	"chr10"	119000083	119000083	"-"	0.762213863990499	0.42375204584099	"Introns"	"AL731557.1"	"cg15806304_AL731557.1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19008088"	"chr10"	102890038	102890038	"-"	0.701004427426319	0.353462895194486	"Introns"	"TLX1NB"	"cg19008088_TLX1NB_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg23922433"	"chr6"	33279563	33279563	"-"	0.596647346925635	0.897402931858585	"Introns"	"TAPBP"	"cg23922433_TAPBP_Introns"	NA	NA	NA	NA	"Yes"	NA	NA	NA	NA	NA	NA
"cg19900989"	"chr18"	42321831	42321831	"+"	0.205473748158079	0.831322302979928	"Introns"	"SETBP1"	"cg19900989_SETBP1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16705273"	"chr18"	42262885	42262885	"+"	0.250656438451512	0.785079008724404	"Introns"	"SETBP1"	"cg16705273_SETBP1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg08612871"	"chr1"	35220334	35220334	"-"	0.590776234227896	0.905082996398319	"Introns"	"SMIM12"	"cg08612871_SMIM12_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg24444923"	"chr1"	23280477	23280477	"-"	0.693636298365015	0.173684060295892	"Exons"	"LACTBL1"	"cg24444923_LACTBL1_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg20169015"	"chr1"	85968569	85968569	"-"	0.705284288279024	0.238281192926504	"Introns"	"DDAH1"	"cg20169015_DDAH1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg10259427"	"chr2"	1828377	1828377	"+"	0.448534841491247	0.849987507211942	"Exons"	"AC093390.1"	"cg10259427_AC093390.1_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg06679694"	"chr5"	72510954	72510954	"+"	0.610491615156883	0.22867773503049	"Introns"	"AC116345.1"	"cg06679694_AC116345.1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg00143643"	"chr10"	77191062	77191062	"-"	0.530651641700013	0.206262603573167	"Introns"	"AC010997.2"	"cg00143643_AC010997.2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14042241"	"chr19"	1474872	1474872	"-"	0.785617859460243	0.468545299948886	"Exons"	"C19orf25"	"cg14042241_C19orf25_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg10803243"	"chr13"	99706358	99706358	"-"	0.437682600487653	0.922357204441807	"Introns"	"DOCK9"	"cg10803243_DOCK9_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg25880834"	"chr2"	198773912	198773912	"+"	0.397573970352336	0.861973076510913	"Introns"	"PLCL1"	"cg25880834_PLCL1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14022778"	"chr1"	15653601	15653601	"-"	0.557867666082123	0.881647479978129	"Exons"	"FHAD1-AS1"	"cg14022778_FHAD1-AS1_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ch.1.1540554F"	"chr1"	52516807	52516807	"+"	0.784205799655796	0.350098007339229	"Introns"	"TXNDC12-AS1"	"ch.1.1540554F_TXNDC12-AS1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg08317801"	"chr12"	8286738	8286738	"-"	0.456758357690072	0.889624486106014	"Exons"	"POU5F1P3"	"cg08317801_POU5F1P3_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ch.11.2619180F"	"chr11"	125545646	125545646	"+"	0.758966190459012	0.127042440641076	"Introns"	"CHEK1"	"ch.11.2619180F_CHEK1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg13199639"	"chr6"	33360495	33360495	"+"	0.472946481473146	0.164821537835963	"Introns"	"KIFC1"	"cg13199639_KIFC1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg11826104"	"chr15"	25650611	25650611	"-"	0.658954571641893	0.935461631330995	"Exons"	"UBE3A"	"cg11826104_UBE3A_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg23452259"	"chr2"	219823559	219823559	"-"	0.275744392949024	0.628980856790741	"Introns"	"AC097468.2"	"cg23452259_AC097468.2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg17132535"	"chr2"	47133191	47133191	"+"	0.799190903971256	0.384144976766527	"Introns"	"AC016722.2"	"cg17132535_AC016722.2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg02869459"	"chr2"	220349208	220349208	"-"	0.470583925220033	0.0620012124062769	"Introns"	"ASIC4-AS1"	"cg02869459_ASIC4-AS1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg05455036"	"chr1"	202828149	202828149	"-"	0.753507640776627	0.347404484468916	"Exons"	"TUBAP5"	"cg05455036_TUBAP5_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg21494093"	"chr19"	49171828	49171828	"+"	0.868283349195655	0.639306352458075	"Introns"	"SEC1P"	"cg21494093_SEC1P_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16533767"	"chr2"	23736552	23736552	"-"	0.461338855865511	0.850743607603039	"Introns"	"AC011239.1"	"cg16533767_AC011239.1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg03391568"	"chr3"	46918266	46918266	"-"	0.880218495159302	0.688929114072603	"Introns"	"MYL3"	"cg03391568_MYL3_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04837412"	"chr17"	61459442	61459442	"-"	0.553545208686609	0.880795548185984	"Introns"	"AC005828.1"	"cg04837412_AC005828.1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg25076881"	"chr1"	159409836	159409836	"-"	0.815472010354055	0.438321881950142	"Introns"	"AL513323.1"	"cg25076881_AL513323.1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07870237"	"chr5"	131348431	131348431	"+"	0.770560370177602	0.220314632979435	"Exons"	"AC034228.1"	"cg07870237_AC034228.1_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg13851508"	"chr2"	66805939	66805939	"+"	0.138062515832062	0.397453062865576	"Introns"	"LINC01798"	"cg13851508_LINC01798_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg00998372"	"chr2"	105483497	105483497	"-"	0.599973356946044	0.216972489499151	"Exons"	"LINC01159"	"cg00998372_LINC01159_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg02365397"	"chr15"	40573976	40573976	"-"	0.775068496865213	0.427665151387277	"Exons"	"ANKRD63"	"cg02365397_ANKRD63_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07394955"	"chr17"	48070699	48070699	"-"	0.367981207600142	0.136186051944638	"Introns"	"DLX3"	"cg07394955_DLX3_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg00723379"	"chr15"	75586717	75586717	"+"	0.684745128398162	0.417479433481655	"Exons"	"GOLGA6D"	"cg00723379_GOLGA6D_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg27655716"	"chr12"	133100670	133100670	"+"	0.700933021276555	0.264549192859308	"Introns"	"FBRSL1"	"cg27655716_FBRSL1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg06613286"	"chr12"	128850903	128850903	"+"	0.610208396681339	0.250741347081035	"Introns"	"TMEM132C"	"cg06613286_TMEM132C_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ch.12.2759882R"	"chr12"	128856470	128856470	"+"	0.689767565857545	0.1737070347464	"Introns"	"TMEM132C"	"ch.12.2759882R_TMEM132C_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg02366345"	"chr4"	152330872	152330872	"+"	0.302225691867344	0.1446675461918	"Introns"	"FAM160A1"	"cg02366345_FAM160A1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01888411"	"chr11"	34378293	34378293	"-"	0.408601070770355	0.0966764547708182	"Exons"	"ABTB2"	"cg01888411_ABTB2_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	NA	NA
"cg13292777"	"chr11"	34196220	34196220	"-"	0.361325362223693	0.14123535335531	"Introns"	"ABTB2"	"cg13292777_ABTB2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	NA	NA
"cg17425810"	"chr1"	48449748	48449748	"-"	0.854494563048789	0.4179341229387	"Introns"	"TRABD2B"	"cg17425810_TRABD2B_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg20064848"	"chr1"	160037877	160037877	"+"	0.829353468298562	0.354236347230478	"Introns"	"AL121987.1"	"cg20064848_AL121987.1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg27520170"	"chr1"	160040660	160040660	"+"	0.34056508102131	0.11599643987678	"Introns"	"AL121987.1"	"cg27520170_AL121987.1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg02371464"	"chr1"	160040667	160040667	"+"	0.36745095488597	0.114561447600509	"Introns"	"AL121987.1"	"cg02371464_AL121987.1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg08229320"	"chr10"	45941351	45941351	"-"	0.756135054607343	0.431641173987406	"Introns"	"AL731567.1"	"cg08229320_AL731567.1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg11389960"	"chr15"	31277661	31277661	"-"	0.782678829859219	0.199308074023514	"Introns"	"MTMR10"	"cg11389960_MTMR10_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01582066"	"chr22"	32057065	32057065	"-"	0.236941682886138	0.635550324662646	"Introns"	"PISD"	"cg01582066_PISD_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg05897963"	"chr19"	30157918	30157918	"+"	0.747714790938622	0.226647106685861	"Introns"	"PLEKHF1"	"cg05897963_PLEKHF1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg10946576"	"chr20"	62079799	62079799	"+"	0.333669059136854	0.93250786273751	"Exons"	"KCNQ2-AS1"	"cg10946576_KCNQ2-AS1_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19236703"	"chr20"	62079911	62079911	"+"	0.487972226124339	0.909901689209785	"Exons"	"KCNQ2-AS1"	"cg19236703_KCNQ2-AS1_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07602073"	"chr1"	228595680	228595680	"+"	0.346998983084171	0.764384166011719	"Introns"	"AL139288.1"	"cg07602073_AL139288.1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01876130"	"chr2"	97308580	97308580	"+"	0.104766613356956	0.34038334261759	"Exons"	"FER1L5"	"cg01876130_FER1L5_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg06480942"	"chr7"	73116029	73116029	"+"	0.301556625998356	0.816143856256732	"Introns"	"BUD23"	"cg06480942_BUD23_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04956949"	"chr7"	73119262	73119262	"+"	0.297114295939526	0.744307281285981	"Exons"	"BUD23"	"cg04956949_BUD23_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
